SKU,Product Name,Product Class,Product Category,Product Subcategory,Product Model#,Processor,Processor Description,GHz,Screen Size,RAM,Resolution,GPU,VRAM,HD,HD Type,Color,Carrier,Year,Model ID,UPC,Type,Spec,Charger
LMP15-0169A,"MB986LL/A, Macbook Pro C2D 2.8/15.4""/4GB RAM/240GB HDD/",Laptop,Macbook Pro,Aluminum,MB986LL/A,C2D,Core 2 Duo,2.8,15.4,4GB,,,,240GB,HDD,Aluminum,NA,Mid-2009,"MacBookPro5,3",,"15.4"" Macbook Pro",MB986LL/A C2D/2.8/4GB/240GB,MS1 85W
LMP15-0169B,"MB986LL/A, Macbook Pro C2D 2.8/15.4""/4GB RAM/240GB HDD/, B-Grade",Laptop,Macbook Pro,Aluminum,MB986LL/A,C2D,Core 2 Duo,2.8,15.4,4GB,,,,240GB,HDD,Aluminum,NA,Mid-2009,"MacBookPro5,3",,"15.4"" Macbook Pro",MB986LL/A C2D/2.8/4GB/240GB,MS1 85W
LMP15-0170A,"MC118LL/A, Macbook Pro C2D 2.53/15.4""/8GB RAM/1TB HDD/",Laptop,Macbook Pro,Aluminum,MC118LL/A,C2D,Core 2 Duo,2.53,15.4,8GB,,,,1TB,HDD,Aluminum,NA,Mid-2009,"MacBookPro5,4",,"15.4"" Macbook Pro",MC118LL/A C2D/2.53/8GB/1TB,MS1 60W
LMP15-0170B,"MC118LL/A, Macbook Pro C2D 2.53/15.4""/8GB RAM/1TB HDD/, B-Grade",Laptop,Macbook Pro,Aluminum,MC118LL/A,C2D,Core 2 Duo,2.53,15.4,8GB,,,,1TB,HDD,Aluminum,NA,Mid-2009,"MacBookPro5,4",,"15.4"" Macbook Pro",MC118LL/A C2D/2.53/8GB/1TB,MS1 60W
DMMAL-0003A,"MD387LL/A, Mac Mini Aluminum Unibody, DCi5 2.5/4GB RAM/500GB HDD/Aluminum",Desktop,Mac Mini,Aluminum Unibody,MD387LL/A,DCi5,Dual-Core i5,2.5,NA,4GB,,,,500GB,HDD,Aluminum,NA,Late 2012,"Macmini6,1",,Mac Mini,MD387LL/A DCi5/2.5/4GB/500GB,Mac Mini Power Cord
DMMAL-0003B,"MD387LL/A, Mac Mini Aluminum Unibody, DCi5 2.5/4GB RAM/500GB HDD/Aluminum, B-Grade",Desktop,Mac Mini,Aluminum Unibody,MD387LL/A,DCi5,Dual-Core i5,2.5,NA,4GB,,,,500GB,HDD,Aluminum,NA,Late 2012,"Macmini6,1",,Mac Mini,MD387LL/A DCi5/2.5/4GB/500GB,Mac Mini Power Cord
PDC15-0004A,"661-5847, Display Macbook Pro 15"", 15""/",Parts,Display,"Macbook Pro 15""",661-5847,NA,NA,NA,15,NA,,,,NA,NA,NA,NA,,,,,,NA
T3G16-0008A,"MD340LL/A, WiFi-Only 3rd Gen, A5X 9.7""/16GB Flash/Black",Tablet,WiFi-Only,3rd Gen,MD340LL/A,A5X,A5X Chip,NA,9.7,NA,,,,16GB,Flash,Black,NA,iPad 3rd Gen,"iPad3,1",,iPad 3rd Gen,MD340LL/A/iPad 3rd Gen/16GB/NA/Black,30-Pin Charger
T3G16-0008B,"MD340LL/A, WiFi-Only 3rd Gen, A5X 9.7""/16GB Flash/Black, B-Grade",Tablet,WiFi-Only,3rd Gen,MD340LL/A,A5X,A5X Chip,NA,9.7,NA,,,,16GB,Flash,Black,NA,iPad 3rd Gen,"iPad3,1",,iPad 3rd Gen,MD340LL/A/iPad 3rd Gen/16GB/NA/Black,30-Pin Charger
LMP13-0093A,"MD213LL/A, Macbook Pro Retina, DCi7 2.9/13.3""/8GB RAM/512GB SSD/Aluminum",Laptop,Macbook Pro,Retina,MD213LL/A,DCi7,Dual-Core i7,2.9,13.3,8GB,,,,512GB,SSD,Aluminum,NA,Late 2012,"MacBookPro10,2",,"13.3"" Macbook Pro",MD213LL/A DCi7/2.9/8GB/512GB,MS2 60W
LMP13-0093B,"MD213LL/A, Macbook Pro Retina, DCi7 2.9/13.3""/8GB RAM/512GB SSD/Aluminum, B-Grade",Laptop,Macbook Pro,Retina,MD213LL/A,DCi7,Dual-Core i7,2.9,13.3,8GB,,,,512GB,SSD,Aluminum,NA,Late 2012,"MacBookPro10,2",,"13.3"" Macbook Pro",MD213LL/A DCi7/2.9/8GB/512GB,MS2 60W
DMMAL-0004A,"MD387LL/A, Mac Mini Aluminum Unibody, DCi5 2.5/8GB RAM/500GB HDD/Aluminum",Desktop,Mac Mini,Aluminum Unibody,MD387LL/A,DCi5,Dual-Core i5,2.5,NA,8GB,,,,500GB,HDD,Aluminum,NA,Late 2012,"Macmini6,1",,Mac Mini,MD387LL/A DCi5/2.5/8GB/500GB,Mac Mini Power Cord
DMMAL-0004B,"MD387LL/A, Mac Mini Aluminum Unibody, DCi5 2.5/8GB RAM/500GB HDD/Aluminum, B-Grade",Desktop,Mac Mini,Aluminum Unibody,MD387LL/A,DCi5,Dual-Core i5,2.5,NA,8GB,,,,500GB,HDD,Aluminum,NA,Late 2012,"Macmini6,1",,Mac Mini,MD387LL/A DCi5/2.5/8GB/500GB,Mac Mini Power Cord
DAU21-0073A,"MC812LL/A, iMac QCi5 2.7/21.5""/16GB RAM/500GB HDD/",Desktop,iMac,Aluminum,MC812LL/A,QCi5,Quad-Core i5,2.7,21.5,16GB,,,,500GB,HDD,Aluminum,NA,Mid-2011,"iMac12,1",,"21.5"" iMac",MC812LL/A QCi5/2.7/16GB/500GB,Straight iMac Power Cord
DAU21-0073B,"MC812LL/A, iMac QCi5 2.7/21.5""/16GB RAM/500GB HDD/, B-Grade",Desktop,iMac,Aluminum,MC812LL/A,QCi5,Quad-Core i5,2.7,21.5,16GB,,,,500GB,HDD,Aluminum,NA,Mid-2011,"iMac12,1",,"21.5"" iMac",MC812LL/A QCi5/2.7/16GB/500GB,Straight iMac Power Cord
LMP15-0171A,"MC118LL/A, Macbook Pro C2D 2.53/15.4""/4GB RAM/750GB HDD/",Laptop,Macbook Pro,Aluminum,MC118LL/A,C2D,Core 2 Duo,2.53,15.4,4GB,,,,750GB,HDD,Aluminum,NA,Mid-2009,"MacBookPro5,4",,"15.4"" Macbook Pro",MC118LL/A C2D/2.53/4GB/750GB,MS1 60W
LMP15-0171B,"MC118LL/A, Macbook Pro C2D 2.53/15.4""/4GB RAM/750GB HDD/, B-Grade",Laptop,Macbook Pro,Aluminum,MC118LL/A,C2D,Core 2 Duo,2.53,15.4,4GB,,,,750GB,HDD,Aluminum,NA,Mid-2009,"MacBookPro5,4",,"15.4"" Macbook Pro",MC118LL/A C2D/2.53/4GB/750GB,MS1 60W
LMP15-0172A,"MC118LL/A, Macbook Pro C2D 2.53/15.4""/4GB RAM/1TB HDD/",Laptop,Macbook Pro,Aluminum,MC118LL/A,C2D,Core 2 Duo,2.53,15.4,4GB,,,,1TB,HDD,Aluminum,NA,Mid-2009,"MacBookPro5,4",,"15.4"" Macbook Pro",MC118LL/A C2D/2.53/4GB/1TB,MS1 60W
LMP15-0172B,"MC118LL/A, Macbook Pro C2D 2.53/15.4""/4GB RAM/1TB HDD/, B-Grade",Laptop,Macbook Pro,Aluminum,MC118LL/A,C2D,Core 2 Duo,2.53,15.4,4GB,,,,1TB,HDD,Aluminum,NA,Mid-2009,"MacBookPro5,4",,"15.4"" Macbook Pro",MC118LL/A C2D/2.53/4GB/1TB,MS1 60W
LMP15-0173A,"MC118LL/A, Macbook Pro C2D 2.53/15.4""/8GB RAM/500GB HDD/",Laptop,Macbook Pro,Aluminum,MC118LL/A,C2D,Core 2 Duo,2.53,15.4,8GB,,,,500GB,HDD,Aluminum,NA,Mid-2009,"MacBookPro5,4",,"15.4"" Macbook Pro",MC118LL/A C2D/2.53/8GB/500GB,MS1 60W
LMP15-0173B,"MC118LL/A, Macbook Pro C2D 2.53/15.4""/8GB RAM/500GB HDD/, B-Grade",Laptop,Macbook Pro,Aluminum,MC118LL/A,C2D,Core 2 Duo,2.53,15.4,8GB,,,,500GB,HDD,Aluminum,NA,Mid-2009,"MacBookPro5,4",,"15.4"" Macbook Pro",MC118LL/A C2D/2.53/8GB/500GB,MS1 60W
PBTNA-0012A,"A1331, Battery Macbook 13"", 13.3""/",Parts,Battery,"Macbook 13""",A1331,NA,NA,NA,13.3,NA,,,,NA,NA,NA,NA,,,,,,NA
LMP15-0174A,"MC721LL/A, Macbook Pro QCi7 2/15.4""/16GB RAM/500GB HDD/",Laptop,Macbook Pro,Aluminum,MC721LL/A,QCi7,Quad-Core i7,2,15.4,16GB,,,,500GB,HDD,Aluminum,NA,Early 2011,"MacBookPro8,2",,"15.4"" Macbook Pro",MC721LL/A QCi7/2/16GB/500GB,MS1 85W
LMP15-0174B,"MC721LL/A, Macbook Pro QCi7 2/15.4""/16GB RAM/500GB HDD/, B-Grade",Laptop,Macbook Pro,Aluminum,MC721LL/A,QCi7,Quad-Core i7,2,15.4,16GB,,,,500GB,HDD,Aluminum,NA,Early 2011,"MacBookPro8,2",,"15.4"" Macbook Pro",MC721LL/A QCi7/2/16GB/500GB,MS1 85W
LMP15-0175A,"MC373LL/A, Macbook Pro DCi7 2.8/15.4""/8GB RAM/480GB SSD/",Laptop,Macbook Pro,Aluminum,MC373LL/A,DCi7,Dual-Core i7,2.8,15.4,8GB,,,,480GB,SSD,Aluminum,NA,Mid-2010,"MacBookPro6,2",,"15.4"" Macbook Pro",MC373LL/A DCi7/2.8/8GB/480GB,MS1 85W
LMP15-0175B,"MC373LL/A, Macbook Pro DCi7 2.8/15.4""/8GB RAM/480GB SSD/, B-Grade",Laptop,Macbook Pro,Aluminum,MC373LL/A,DCi7,Dual-Core i7,2.8,15.4,8GB,,,,480GB,SSD,Aluminum,NA,Mid-2010,"MacBookPro6,2",,"15.4"" Macbook Pro",MC373LL/A DCi7/2.8/8GB/480GB,MS1 85W
LMA13-0069A,"MD232LL/A, Macbook Air DCi5 2/13.3""/4GB RAM/256GB SSD+No SD/",Laptop,Macbook Air,Aluminum,MD232LL/A,DCi5,Dual-Core i5,2,13.3,4GB,,,,256GB,SSD+No SD,Aluminum,NA,Mid-2012,"MacBookAir5,2",,"13.3"" Macbook Air",MD232LL/A DCi5/2/4GB/256GB,MS2 45W
LMA13-0069B,"MD232LL/A, Macbook Air DCi5 2/13.3""/4GB RAM/256GB SSD+No SD/, B-Grade",Laptop,Macbook Air,Aluminum,MD232LL/A,DCi5,Dual-Core i5,2,13.3,4GB,,,,256GB,SSD+No SD,Aluminum,NA,Mid-2012,"MacBookAir5,2",,"13.3"" Macbook Air",MD232LL/A DCi5/2/4GB/256GB,MS2 45W
PPS20-0001A,"661-4433, Power Supply iMac 20"", 20""/",Parts,Power Supply,"iMac 20""",661-4433,NA,NA,NA,20,NA,,,,NA,NA,NA,NA,,,,,,NA
PMSNA-0002A,"661-5217, Magsafe Board Macbook Pro 15"",",Parts,Magsafe Board,"Macbook Pro 15""",661-5217,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,,,,,,NA
PTP13-0001A,"922-9773, Trackpad Macbook Pro 13"", 13.3""/",Parts,Trackpad,"Macbook Pro 13""",922-9773,NA,NA,NA,13.3,NA,,,,NA,NA,NA,NA,,,,,,NA
POD27-0001A,"661-5933, SATA Optical Drive iMac 21.5""/27"",",Parts,SATA Optical Drive,"iMac 21.5""/27""",661-5933,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,,,,,,NA
PACNA-0001A,"661-5515, Airport Card Macbook Pro 13""/15"",",Parts,Airport Card,"Macbook Pro 13""/15""",661-5515,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,,,,,,NA
CADNA-0001A,"F&K Technology Adapter Notebook Computerlock, Silver",Cable,Adapter,Notebook Computerlock,NA,NA,NA,NA,NA,NA,,,,NA,NA,Silver,NA,,,,,,NA
PTP15-0001A,"922-9036, Trackpad Macbook Pro 15"", 15.4""/",Parts,Trackpad,"Macbook Pro 15""",922-9036,NA,NA,NA,15.4,NA,,,,NA,NA,NA,NA,,,,,,NA
PVC21-0002A,"661-5945, Video Card iMac 21.5"", 21.5""/",Parts,Video Card,"iMac 21.5""",661-5945,NA,NA,NA,21.5,NA,,,,NA,NA,NA,NA,,,,,,NA
CAC14-0002B,"Apple-Brand, Laptop Charger Magsafe 1, 45W White, B-Grade",Cable,Laptop Charger,Magsafe 1,Apple-Brand,45W,45W,NA,NA,NA,,,,NA,NA,White,NA,,,Groupon-603813087918,,,NA
CAC16-0002B,"Apple-Brand, Laptop Charger Magsafe 1, 60W White, B-Grade",Cable,Laptop Charger,Magsafe 1,Apple-Brand,60W,60W,NA,NA,NA,,,,NA,NA,White,NA,,,Groupon-603813087925,,,NA
CAC18-0002B,"Apple-Brand, Laptop Charger Magsafe 1, 85W White, B-Grade",Cable,Laptop Charger,Magsafe 1,Apple-Brand,85W,85W,NA,NA,NA,,,,NA,NA,White,NA,,,Groupon-603813087932,,,NA
FLO12-0001A,"Snap! Finance Lease To Own 12 Months, 39",Fee,Lease To Own,12 Months,NA,NA,NA,NA,NA,NA,,,,NA,NA,$39,NA,,,,,,NA
PTVNA-0004A,"MLNC2LL/A, Apple TV 4th Gen, A8 1.4/2GB RAM/64GB Flash/Black",TV,Apple TV,4th Gen,MLNC2LL/A,A8,A8 Chip,1.4,NA,2GB,,,,64GB,Flash,Black,NA,Late 2015,"AppleTV5,3",Groupon,,,AC Power Cable
PTVNA-0004B,"MLNC2LL/A, Apple TV 4th Gen, A8 1.4/2GB RAM/64GB Flash/Black, B-Grade",TV,Apple TV,4th Gen,MLNC2LL/A,A8,A8 Chip,1.4,NA,2GB,,,,64GB,Flash,Black,NA,Late 2015,"AppleTV5,3",,,,AC Power Cable
DPRGR-0003A,"MC915LL/A, Mac Pro Tower, QCiX 2.8/8GB RAM/8TB HDD/Aluminum",Desktop,Mac Pro,Tower,MC915LL/A,QCiX,Quad Core i Xeon,2.8,NA,8GB,,,,8TB,HDD,Aluminum,NA,Mid-2010,"MacPro5,1",,Mac Pro,MC915LL/A QCiX/2.8/8GB/8TB,Mac Pro Power Cord
DPRGR-0003B,"MC915LL/A, Mac Pro Tower, QCiX 2.8/8GB RAM/8TB HDD/Aluminum, B-Grade",Desktop,Mac Pro,Tower,MC915LL/A,QCiX,Quad Core i Xeon,2.8,NA,8GB,,,,8TB,HDD,Aluminum,NA,Mid-2010,"MacPro5,1",,Mac Pro,MC915LL/A QCiX/2.8/8GB/8TB,Mac Pro Power Cord
DAU21-0074A,"MK452LL/A, iMac QCi5 3.1/21.5""/8GB RAM/1TB HDD/",Desktop,iMac,Aluminum,MK452LL/A,QCi5,Quad-Core i5,3.1,21.5,8GB,,,,1TB,HDD,Aluminum,NA,Late 2015,"iMac16,2",,"21.5"" iMac",MK452LL/A QCi5/3.1/8GB/1TB,Straight iMac Power Cord
DAU21-0074B,"MK452LL/A, iMac QCi5 3.1/21.5""/8GB RAM/1TB HDD/, B-Grade",Desktop,iMac,Aluminum,MK452LL/A,QCi5,Quad-Core i5,3.1,21.5,8GB,,,,1TB,HDD,Aluminum,NA,Late 2015,"iMac16,2",,"21.5"" iMac",MK452LL/A QCi5/3.1/8GB/1TB,Straight iMac Power Cord
LMP15-0210A,"MC721LL/A, Macbook Pro QCi7 2.3/15.4""/8GB RAM/1TB HDD/",Laptop,Macbook Pro,Aluminum,MC721LL/A,QCi7,Quad-Core i7,2.3,15.4,8GB,,,,1TB,HDD,Aluminum,NA,Early 2011,"MacBookPro8,2",,"15.4"" Macbook Pro",MC721LL/A QCi7/2.3/8GB/1TB,MS1 85W
LMP15-0210B,"MC721LL/A, Macbook Pro QCi7 2.3/15.4""/8GB RAM/1TB HDD/, B-Grade",Laptop,Macbook Pro,Aluminum,MC721LL/A,QCi7,Quad-Core i7,2.3,15.4,8GB,,,,1TB,HDD,Aluminum,NA,Early 2011,"MacBookPro8,2",,"15.4"" Macbook Pro",MC721LL/A QCi7/2.3/8GB/1TB,MS1 85W
HBIWH-0002A,"Beats MHBG2AM/A, In-Ear PowerBEATS 2 Wireless, White Sport-White Box",Headphone,In-Ear,PowerBEATS 2 Wireless,MHBG2AM/A,NA,NA,NA,NA,NA,,,,NA,NA,White Sport-White Box,NA,,,Groupon-606682723871 /BI Worldwide-686751101397,,,Micro USB Cable
HBISL-0001A,"Beats MKMU2AM/A, In-Ear Tour2, Titanium",Headphone,In-Ear,Tour2,MKMU2AM/A,NA,NA,NA,NA,NA,,,,NA,NA,Titanium,NA,,,Groupon-606682723918,,,NA
PLB11-0001A,"661-5738, Logic Board Macbook Air 11"", 1.4/11""/",Parts,Logic Board,"Macbook Air 11""",661-5738,NA,NA,1.4,11,NA,,,,NA,NA,NA,NA,,,,,,NA
PLB13-0006A,"661-5242, Logic Board Macbook 13"" White, 2.13/13.3""/",Parts,Logic Board,"Macbook 13"" White",661-5242,NA,NA,2.13,13.3,NA,,,,NA,NA,NA,NA,,,,,,NA
PPU13-0001P,"MB403LL/A, Parts Unit Macbook 13"" White, C2D 2.4/13.3""/4GB RAM/250GB HDD/White, P-Grade",Parts,Parts Unit,"Macbook 13"" White",MB403LL/A,C2D,Core 2 Duo,2.4,13.3,4GB,,,,250GB,HDD,White,NA,Early-2008,"Macbook 4,1",,,,MS1 60W
CMBSL-0002A,"zNitro Laptop Skin Macbook Pro 15"" Touch Bar, Carbon Silver",Case,Laptop Skin,"Macbook Pro 15"" Touch Bar",NA,NA,NA,NA,NA,NA,,,,NA,NA,Carbon Silver,NA,,,,,,NA
CMBBK-0007A,"zNitro Laptop Skin Macbook Pro 15"" Touch Bar, Carbon Black",Case,Laptop Skin,"Macbook Pro 15"" Touch Bar",NA,NA,NA,NA,NA,NA,,,,NA,NA,Carbon Black,NA,,,,,,NA
CMBSL-0003A,"zNitro Laptop Skin Macbook Pro 13"" Touch Bar, Carbon Silver",Case,Laptop Skin,"Macbook Pro 13"" Touch Bar",NA,NA,NA,NA,NA,NA,,,,NA,NA,Carbon Silver,NA,,,,,,NA
CMBBK-0016A,"zNitro Laptop Skin Macbook Pro 13"" Touch Bar, Carbon Black",Case,Laptop Skin,"Macbook Pro 13"" Touch Bar",NA,NA,NA,NA,NA,NA,,,,NA,NA,Carbon Black,NA,,,,,,NA
HEPWH-0002A,"MMTN2ZM/A, In-Ear Ear Pods to Lightning, White",Headphone,In-Ear,Ear Pods to Lightning,MMTN2ZM/A,NA,NA,NA,NA,NA,,,,NA,NA,White,NA,,,Groupon,,,NA
PTC13-0001A,"661-7480, Top Case Macbook Air 13"", 13.3""/",Parts,Top Case,"Macbook Air 13""",661-7480,NA,NA,NA,13.3,NA,,,,NA,NA,NA,NA,,,,,,NA
LMP13-0094A,"MD101LL/A, Macbook Pro DCi5 2.5/13.3""/4GB RAM/256GB SSD/",Laptop,Macbook Pro,Aluminum,MD101LL/A,DCi5,Dual-Core i5,2.5,13.3,4GB,,,,256GB,SSD,Aluminum,NA,Mid-2012,"MacBookPro9,2",,"13.3"" Macbook Pro",MD101LL/A DCi5/2.5/4GB/256GB,MS1 60W
LMP13-0094B,"MD101LL/A, Macbook Pro DCi5 2.5/13.3""/4GB RAM/256GB SSD/, B-Grade",Laptop,Macbook Pro,Aluminum,MD101LL/A,DCi5,Dual-Core i5,2.5,13.3,4GB,,,,256GB,SSD,Aluminum,NA,Mid-2012,"MacBookPro9,2",,"13.3"" Macbook Pro",MD101LL/A DCi5/2.5/4GB/256GB,MS1 60W
LMP13-0095A,"MB990LL/A, Macbook Pro C2D 2.26/13.3""/6GB RAM/160GB HDD/",Laptop,Macbook Pro,Aluminum,MB990LL/A,C2D,Core 2 Duo,2.26,13.3,6GB,,,,160GB,HDD,Aluminum,NA,Mid-2009,"MacBookPro5,5",,"13.3"" Macbook Pro",MB990LL/A C2D/2.26/6GB/160GB,MS1 60W
LMP13-0095B,"MB990LL/A, Macbook Pro C2D 2.26/13.3""/6GB RAM/160GB HDD/, B-Grade",Laptop,Macbook Pro,Aluminum,MB990LL/A,C2D,Core 2 Duo,2.26,13.3,6GB,,,,160GB,HDD,Aluminum,NA,Mid-2009,"MacBookPro5,5",,"13.3"" Macbook Pro",MB990LL/A C2D/2.26/6GB/160GB,MS1 60W
PLB13-0007A,"661-5559, Logic Board Macbook Pro 13"", 2.4/13.3""/",Parts,Logic Board,"Macbook Pro 13""",661-5559,NA,NA,2.4,13.3,NA,,,,NA,NA,NA,NA,,,,,,NA
TPM32-0001A,"MLPY2LL/A, Cellular Pro 9.7"", A9X 9.7""/32GB Flash/Cellular/White/Gold",Tablet,Cellular,"Pro 9.7""",MLPY2LL/A,A9X,A9X Chip,NA,9.7,NA,,,,32GB,Flash,White/Gold,Cellular,"iPad Pro 9.7""","iPad6,4",,"iPad Pro 9.7""","MLPY2LL/A/iPad Pro 9.7""/32GB/Cellular/White/Gold",Lightning Charger
TPM32-0001B,"MLPY2LL/A, Cellular Pro 9.7"", A9X 9.7""/32GB Flash/Cellular/White/Gold, B-Grade",Tablet,Cellular,"Pro 9.7""",MLPY2LL/A,A9X,A9X Chip,NA,9.7,NA,,,,32GB,Flash,White/Gold,Cellular,"iPad Pro 9.7""","iPad6,4",,"iPad Pro 9.7""","MLPY2LL/A/iPad Pro 9.7""/32GB/Cellular/White/Gold",Lightning Charger
TPM32-0002A,"MLYJ2LL/A, Cellular Pro 9.7"", A9X 9.7""/32GB Flash/Cellular/White/Rose Gold",Tablet,Cellular,"Pro 9.7""",MLYJ2LL/A,A9X,A9X Chip,NA,9.7,NA,,,,32GB,Flash,White/Rose Gold,Cellular,"iPad Pro 9.7""","iPad6,4",,"iPad Pro 9.7""","MLYJ2LL/A/iPad Pro 9.7""/32GB/Cellular/White/Rose Gold",Lightning Charger
TPM32-0002B,"MLYJ2LL/A, Cellular Pro 9.7"", A9X 9.7""/32GB Flash/Cellular/White/Rose Gold, B-Grade",Tablet,Cellular,"Pro 9.7""",MLYJ2LL/A,A9X,A9X Chip,NA,9.7,NA,,,,32GB,Flash,White/Rose Gold,Cellular,"iPad Pro 9.7""","iPad6,4",,"iPad Pro 9.7""","MLYJ2LL/A/iPad Pro 9.7""/32GB/Cellular/White/Rose Gold",Lightning Charger
TPL12-0002A,"ML3K2LL/A, Cellular Pro 12.9"", A9X 12.9""/128GB Flash/Cellular/Black/Space Grey",Tablet,Cellular,"Pro 12.9""",ML3K2LL/A,A9X,A9X Chip,NA,12.9,NA,,,,128GB,Flash,Black/Space Grey,Cellular,iPad Pro (Wi-Fi + Cellular),"iPad6,8",,"iPad Pro 12.9""","ML3K2LL/A/iPad Pro 12.9""/128GB/Cellular/Black/Space Grey",Lightning Charger
TPL12-0002B,"ML3K2LL/A, Cellular Pro 12.9"", A9X 12.9""/128GB Flash/Cellular/Black/Space Grey, B-Grade",Tablet,Cellular,"Pro 12.9""",ML3K2LL/A,A9X,A9X Chip,NA,12.9,NA,,,,128GB,Flash,Black/Space Grey,Cellular,iPad Pro (Wi-Fi + Cellular),"iPad6,8",,"iPad Pro 12.9""","ML3K2LL/A/iPad Pro 12.9""/128GB/Cellular/Black/Space Grey",Lightning Charger
TPL12-0001B,"ML3N2LL/A, Cellular Pro 12.9"", A9X 12.9""/128GB Flash/Cellular/White/Silver, B-Grade",Tablet,Cellular,"Pro 12.9""",ML3N2LL/A,A9X,A9X Chip,NA,12.9,NA,,,,128GB,Flash,White/Silver,Cellular,iPad Pro (Wi-Fi + Cellular),"iPad6,8",,"iPad Pro 12.9""","ML3N2LL/A/iPad Pro 12.9""/128GB/Cellular/White/Silver",Lightning Charger
LMP17-0049A,"MC024LL/A, Macbook Pro DCi5 2.53/17""/8GB RAM/750GB HDD/",Laptop,Macbook Pro,Aluminum,MC024LL/A,DCi5,Dual-Core i5,2.53,17,8GB,,,,750GB,HDD,Aluminum,NA,Mid-2010,"MacBookPro6,1",,"17"" Macbook Pro",MC024LL/A DCi5/2.53/8GB/750GB,MS1 85W
LMP17-0049B,"MC024LL/A, Macbook Pro DCi5 2.53/17""/8GB RAM/750GB HDD/, B-Grade",Laptop,Macbook Pro,Aluminum,MC024LL/A,DCi5,Dual-Core i5,2.53,17,8GB,,,,750GB,HDD,Aluminum,NA,Mid-2010,"MacBookPro6,1",,"17"" Macbook Pro",MC024LL/A DCi5/2.53/8GB/750GB,MS1 85W
PTP13-0002A,"922-9014, Trackpad Macbook 13"", 13.3""/",Parts,Trackpad,"Macbook 13""",922-9014,NA,NA,NA,13.3,NA,,,,NA,NA,NA,NA,,,,,,NA
LMR15-0023A,"MGX92LL/A, Macbook Pro Retina, DCi7 3/13.3""/8GB RAM/256GB SSD+No SD/Aluminum",Laptop,Macbook Pro,Retina,MGX92LL/A,DCi7,Dual-Core i7,3,13.3,8GB,,,,256GB,SSD+No SD,Aluminum,NA,Mid-2014,"MacBookPro11,1",,"13.3"" Macbook Pro",MGX92LL/A DCi7/3/8GB/256GB,MS2 60W
LMR15-0023B,"MGX92LL/A, Macbook Pro Retina, DCi7 3/13.3""/8GB RAM/256GB SSD+No SD/Aluminum, B-Grade",Laptop,Macbook Pro,Retina,MGX92LL/A,DCi7,Dual-Core i7,3,13.3,8GB,,,,256GB,SSD+No SD,Aluminum,NA,Mid-2014,"MacBookPro11,1",,"13.3"" Macbook Pro",MGX92LL/A DCi7/3/8GB/256GB,MS2 60W
PVC27-0002A,"661-5314, Video Card iMac 27"", 27""/",Parts,Video Card,"iMac 27""",661-5314,NA,NA,NA,27,NA,,,,NA,NA,NA,NA,,,,,,NA
DPRGR-0004A,"MC561LL/A, Mac Pro Tower, X8C 2.4/40GB RAM/1TB HDD/Aluminum",Desktop,Mac Pro,Tower,MC561LL/A,X8C,Xeon 8 Core,2.4,NA,40GB,,,,1TB,HDD,Aluminum,NA,Mid-2010,"MacPro5,1",,Mac Pro,MC561LL/A X8C/2.4/40GB/1TB,Mac Pro Power Cord
DPRGR-0004B,"MC561LL/A, Mac Pro Tower, X8C 2.4/40GB RAM/1TB HDD/Aluminum, B-Grade",Desktop,Mac Pro,Tower,MC561LL/A,X8C,Xeon 8 Core,2.4,NA,40GB,,,,1TB,HDD,Aluminum,NA,Mid-2010,"MacPro5,1",,Mac Pro,MC561LL/A X8C/2.4/40GB/1TB,Mac Pro Power Cord
TM412-0001A,"MK8D2LL/A, Cellular Mini 4th Gen, A8 7.9""/128GB Flash/Cellular/Black/Grey",Tablet,Cellular,Mini 4th Gen,MK8D2LL/A,A8,A8 Chip,NA,7.9,NA,,,,128GB,Flash,Black/Grey,Cellular,iPad 4th Gen (Wi-Fi + Cellular),"iPad5,2",,iPad Mini 4th Gen,MK8D2LL/A/iPad Mini 4th Gen/128GB/Cellular/Black/Grey,Lightning Charger
TM412-0001B,"MK8D2LL/A, Cellular Mini 4th Gen, A8 7.9""/128GB Flash/Cellular/Black/Grey, B-Grade",Tablet,Cellular,Mini 4th Gen,MK8D2LL/A,A8,A8 Chip,NA,7.9,NA,,,,128GB,Flash,Black/Grey,Cellular,iPad 4th Gen (Wi-Fi + Cellular),"iPad5,2",,iPad Mini 4th Gen,MK8D2LL/A/iPad Mini 4th Gen/128GB/Cellular/Black/Grey,Lightning Charger
PCA21-0001A,"922-9811, Display Port Cable iMac 21.5"", 21.5""/",Parts,Display Port Cable,"iMac 21.5""",922-9811,NA,NA,NA,21.5,NA,,,,NA,NA,NA,NA,,,,,,NA
PSP15-0001A,"076-1401, Speaker Kit Macbook Pro 15"", 15.4""/",Parts,Speaker Kit,"Macbook Pro 15""",076-1401,NA,NA,NA,15.4,NA,,,,NA,NA,NA,NA,,,,,,NA
DAU27-0105A,"MB953LL/A, iMac QCi7 2.8/27""/10GB RAM/1TB HDD/",Desktop,iMac,Aluminum,MB953LL/A,QCi7,Quad-Core i7,2.8,27,10GB,,,,1TB,HDD,Aluminum,NA,Late 2009,"iMac11,1",,"27"" iMac",MB953LL/A QCi7/2.8/10GB/1TB,Straight iMac Power Cord
